Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4652773,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3814333,OR,0.05,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10863936,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6540834,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1244981,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10495098,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs991967,OR,0.04,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12411277,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4428898,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1544196,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6696239,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11799609,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17038954,OR,0.04,0.01,0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10048625,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3885668,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2345835,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7561273,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2278483,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2289195,OR,0.04,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10460566,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs780094,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6714546,OR,0.04,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6751657,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs711245,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6544089,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13416119,OR,0.03,0.01,-0.03,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9309101,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs897080,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17032525,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12474201,OR,0.03,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs354196,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1367226,OR,0.04,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3791679,OR,0.08,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3791673,OR,0.05,0.01,-0.03,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2120335,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7568069,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11684404,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11683207,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13388725,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2166898,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7567288,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4953951,OR,0.03,0.01,-0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs749234,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs540652,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12987566,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6746356,OR,0.02,0,-0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs833152,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12693589,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6435143,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12329133,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17181956,OR,0.03,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1864439,OR,0.04,0,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs992157,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4674354,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12470505,OR,0.05,0,-0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16859517,OR,0.07,0.01,0,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12621643,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6761041,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6733349,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6754426,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4973429,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2679184,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs749052,OR,0.05,0.01,-0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3116168,OR,0.02,0,-0.08,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2343240,OR,0.06,0.01,-0.07,0.09
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13393800,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4344931,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2633761,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13078528,OR,0.05,0.01,0.09,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2597513,OR,0.04,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11708412,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3915129,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13088462,OR,0.05,0.01,0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4256170,OR,0.16,0.03,0.07,0.08
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2581830,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2034172,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1658351,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6794009,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17806888,OR,0.03,0,0.07,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2175513,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12330322,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7633464,OR,0.02,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1533269,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6439168,OR,0.04,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6762606,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9880211,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs724016,OR,0.08,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs936339,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4325879,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6441170,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs509035,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9858528,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16860216,OR,0.05,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs720390,OR,0.07,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2300921,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4686904,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7646824,OR,0.03,0,0.08,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9841435,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3958122,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11722554,OR,0.06,0.01,-0.08,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6446315,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs868489,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6829680,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2302580,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs763318,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4834927,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7692995,OR,0.1,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs961014,OR,0.04,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16994718,OR,0.03,0,0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2306596,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1996422,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13113518,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17081935,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9993613,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17556750,OR,0.04,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17499117,OR,0.13,0.02,0.02,0.07
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11731978,OR,0.02,0,-0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12639764,OR,0.03,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7659107,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6838153,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12513181,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11100790,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7654571,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6845999,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1812175,OR,0.05,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17777628,OR,0.04,0.01,-0.05,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4240326,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs996743,OR,0.04,0.01,-0.01,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13150868,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs955748,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17410035,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7731703,OR,0.03,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3811958,OR,0.05,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9292468,OR,0.05,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13183624,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11745439,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs301901,OR,0.03,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3812040,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17574650,OR,0.04,0.01,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7716219,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2662027,OR,0.03,0,-0.05,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7727731,OR,0.03,0,-0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9291926,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs34651,OR,0.04,0.01,-0.04,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs820848,OR,0.02,0,0.01,0.03
