Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1024268,OR,‐0.0084,0.0014,0.0060,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10251438,OR,0.0078,0.0014,‐0.0268,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10264573,OR,0.0175,0.0032,0.0124,0.0216
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1035578,OR,‐0.0094,0.0014,‐0.0080,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10402747,OR,0.0077,0.0014,‐0.0350,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10411759,OR,0.0116,0.002,‐0.0050,0.0135
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10444280,OR,0.0100,0.0018,‐0.0005,0.0119
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10460095,OR,‐0.0124,0.0014,0.0065,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10480450,OR,0.0158,0.0028,0.0051,0.0172
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10496091,OR,‐0.0131,0.0016,0.0171,0.0113
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10499535,OR,0.0080,0.0014,0.0085,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1050847,OR,0.0092,0.0014,‐0.0262,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10509251,OR,‐0.0093,0.0017,0.0215,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10515007,OR,0.0143,0.0019,‐0.0127,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1051860,OR,‐0.0079,0.0014,0.0172,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10519504,OR,0.0119,0.0019,‐0.0111,0.0126
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1054442,OR,‐0.0136,0.0015,0.0006,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1061801,OR,‐0.0110,0.0018,0.0157,0.0125
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1066769,OR,‐0.0230,0.0041,‐0.0249,0.0279
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10742591,OR,‐0.0084,0.0014,0.0054,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10748841,OR,‐0.0111,0.002,0.0085,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10750539,OR,‐0.0095,0.0015,0.0000,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10752262,OR,0.0102,0.0014,0.0032,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1075228,OR,‐0.0081,0.0014,‐0.0064,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10761202,OR,0.0088,0.0014,0.0210,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10761251,OR,0.0113,0.0015,0.0091,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10772644,OR,0.0142,0.0022,‐0.0022,0.0141
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10773002,OR,0.0185,0.0016,‐0.0060,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10773208,OR,‐0.0110,0.0016,‐0.0133,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10782651,OR,‐0.0082,0.0014,0.0070,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10783243,OR,‐0.0092,0.0014,0.0142,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10789285,OR,0.0091,0.0016,‐0.0128,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10793903,OR,0.0126,0.0022,‐0.0222,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10795831,OR,‐0.0099,0.0017,0.0186,0.0107
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10798888,OR,‐0.0140,0.0019,0.0219,0.0117
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10799615,OR,‐0.0089,0.0016,0.0190,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10805383,OR,‐0.0103,0.0014,0.0062,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10810099,OR,‐0.0146,0.0016,‐0.0016,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10810145,OR,0.0078,0.0014,‐0.0081,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10830858,OR,0.0092,0.0014,‐0.0107,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10831656,OR,0.0090,0.0015,‐0.0069,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10844179,OR,0.0104,0.0017,‐0.0107,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10845051,OR,0.0083,0.0014,‐0.0052,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10875121,OR,0.0174,0.0019,‐0.0198,0.0127
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10877283,OR,0.0085,0.0014,0.0005,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10879676,OR,‐0.0083,0.0014,‐0.0037,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10886012,OR,0.0078,0.0014,0.0011,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10892807,OR,0.0109,0.0014,0.0093,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10899282,OR,0.0140,0.0017,‐0.0071,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10927053,OR,‐0.0125,0.0022,0.0099,0.0138
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10928190,OR,‐0.0087,0.0014,0.0083,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10931821,OR,‐0.0141,0.0014,0.0111,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10937240,OR,‐0.0123,0.0018,‐0.0047,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10940540,OR,0.0078,0.0014,0.0162,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10940921,OR,0.0111,0.0014,0.0057,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10943588,OR,0.0084,0.0015,‐0.0224,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10947439,OR,0.0090,0.0015,‐0.0067,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10949263,OR,‐0.0091,0.0016,‐0.0098,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10951590,OR,‐0.0109,0.0015,0.0154,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10974256,OR,‐0.0093,0.0015,‐0.0046,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1097784,OR,‐0.0083,0.0014,0.0066,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10979613,OR,‐0.0117,0.0015,0.0037,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10983324,OR,0.0084,0.0015,‐0.0141,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10984445,OR,0.0115,0.0014,‐0.0191,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10985402,OR,0.0089,0.0016,‐0.0078,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10995639,OR,0.0078,0.0014,‐0.0155,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs10996167,OR,0.0113,0.002,0.0077,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11003463,OR,0.0091,0.0015,‐0.0096,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11021432,OR,0.0103,0.0015,0.0147,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11023764,OR,0.0091,0.0015,0.0202,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11030084,OR,0.0106,0.0018,‐0.0306,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11030102,OR,0.0101,0.0016,‐0.0261,0.0118
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1106090,OR,0.0094,0.0014,‐0.0052,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11076962,OR,0.0086,0.0016,0.0059,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1107871,OR,‐0.0083,0.0014,0.0098,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11081529,OR,0.0126,0.0015,‐0.0138,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11082011,OR,0.0194,0.0015,0.0090,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11100237,OR,‐0.0101,0.0014,0.0104,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11115056,OR,0.0187,0.0023,‐0.0033,0.0182
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11121177,OR,0.0151,0.0018,‐0.0083,0.0118
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111226181,OR,‐0.0201,0.0018,0.0246,0.0132
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111235962,OR,0.0133,0.0024,‐0.0029,0.0165
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11130380,OR,0.0090,0.0014,0.0138,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111370527,OR,0.0151,0.0027,0.0289,0.0245
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11138947,OR,0.0105,0.0016,‐0.0204,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111530150,OR,0.0269,0.0048,0.0530,0.0324
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11155813,OR,‐0.0129,0.0023,‐0.0298,0.0133
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11157931,OR,‐0.0139,0.0014,‐0.0210,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11158800,OR,‐0.0091,0.0014,0.0158,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1117152,OR,0.0106,0.0015,‐0.0090,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11174399,OR,0.0111,0.0018,‐0.0033,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111821073,OR,0.0124,0.0019,‐0.0141,0.0138
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs111852224,OR,0.0156,0.0022,0.0105,0.0174
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11190955,OR,‐0.0083,0.0015,0.0018,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11191237,OR,0.0132,0.0024,‐0.0119,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1120924,OR,0.0108,0.0015,‐0.0031,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11209894,OR,0.0119,0.0021,‐0.0090,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11210228,OR,‐0.0105,0.0019,‐0.0001,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11210400,OR,0.0120,0.0014,0.0095,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11211123,OR,0.0104,0.0017,0.0060,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11213482,OR,‐0.0106,0.0019,0.0016,0.0147
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112210983,OR,0.0105,0.0017,0.0012,0.0119
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1123285,OR,‐0.0094,0.0015,0.0055,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112375785,OR,0.0184,0.0021,‐0.0084,0.018
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112379405,OR,‐0.0082,0.0014,‐0.0123,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112512729,OR,‐0.0166,0.0027,0.0142,0.0208
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112603734,OR,‐0.0131,0.0022,0.0041,0.0117
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11265191,OR,0.0083,0.0015,‐0.0042,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs112806496,OR,‐0.0160,0.0025,0.0019,0.0191
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1128956,OR,‐0.0140,0.0019,0.0188,0.0134
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113205706,OR,‐0.0135,0.0024,‐0.0106,0.0184
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113520408,OR,0.0155,0.0016,‐0.0100,0.0118
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113552169,OR,0.0294,0.0053,‐0.0428,0.0383
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113588399,OR,‐0.0104,0.0017,0.0052,0.0124
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113615161,OR,‐0.0123,0.0021,0.0210,0.0134
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113720505,OR,0.0164,0.0029,0.0022,0.0264
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs113731629,OR,0.0339,0.0061,‐0.0205,0.0497
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114192810,OR,‐0.0279,0.0051,0.0375,0.0353
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114468556,OR,0.0293,0.0036,‐0.0511,0.032
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114593137,OR,‐0.0122,0.0017,0.0080,0.0122
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1146079,OR,‐0.0087,0.0016,0.0050,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114810763,OR,‐0.0121,0.002,‐0.0014,0.0162
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114952970,OR,0.0265,0.004,0.0289,0.0304
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs114958262,OR,‐0.0220,0.0039,‐0.0194,0.0338
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs115000530,OR,‐0.0250,0.0031,0.0537,0.0237
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs115017135,OR,‐0.0206,0.0038,0.0049,0.0309
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11542663,OR,0.0112,0.0015,0.0065,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs115438240,OR,‐0.0169,0.003,0.0315,0.0244
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs115693355,OR,0.0309,0.0053,‐0.0115,0.0428
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs115732722,OR,‐0.0415,0.0072,‐0.0805,0.053
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11588857,OR,0.0199,0.0017,0.0190,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11591870,OR,0.0098,0.0017,‐0.0100,0.0128
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11592299,OR,0.0097,0.0018,0.0220,0.0129
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11596387,OR,0.0258,0.0046,0.0273,0.0404
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11598765,OR,‐0.0106,0.0018,0.0012,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11599236,OR,‐0.0106,0.0014,0.0126,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11613431,OR,‐0.0094,0.0016,‐0.0097,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11620355,OR,0.0182,0.0025,‐0.0175,0.0176
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11623285,OR,‐0.0135,0.0021,0.0199,0.0146
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs116386746,OR,0.0249,0.0045,‐0.0102,0.0397
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11640569,OR,0.0112,0.002,0.0023,0.0144
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11644446,OR,0.0117,0.0019,0.0156,0.0145
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11647188,OR,0.0079,0.0014,0.0022,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs11652522,OR,‐0.0154,0.0023,0.0168,0.0156
