Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs742132,OR,-0.153151179,0.020639942,-0.002849255,0.01286178
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs744254,OR,-0.116421463,0.021017178,-0.005363803,0.0128391
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs7616215,OR,0.111541375,0.01928297,0.017519147,0.012122923
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs762324,OR,-0.391414285,0.042078061,-0.013703142,0.023483261
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs76830965,OR,0.3074847,0.028399882,0.027839302,0.018950383
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs7749305,OR,1.046265808,0.027198762,0.01440844,0.02030127
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs78000963,OR,-0.479650006,0.037483027,0.04158411,0.02554994
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs79758729,OR,0.162968828,0.029089944,0.02328978,0.01975337
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs806977,OR,-0.17888746,0.018832324,-0.01077392,0.01188435
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9261564,OR,-0.300294611,0.039403523,0.003085029,0.02606822
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9268326,OR,-0.794073099,0.021290572,-0.002101384,0.01188216
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9268877,OR,-0.802515718,0.021452691,-0.01001189,0.01190038
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9272219,OR,1.553713764,0.040390396,-0.005706143,0.01429533
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9275224,OR,-1.356347285,0.035259651,0.03129958,0.011731402
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9295661,OR,0.834212621,0.031817306,0.01542381,0.0243815
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs9404942,OR,-0.366148246,0.044957989,-0.039001412,0.029645222
Xu et al,[@xu_causal_2022],10.3389/fimmu.2021.746998,Coeliac Disease,Gut Bifidobacterium,rs990171,OR,0.178146185,0.021513539,0.001159337,0.01347416
